employee_id,name,age,salary,join_date,department,gender,country,city,weight_kg,is_active,review,price,weight_kg_duplicate,target
14984,Diana U.,33,60612,2023-02-17,Mrketing,MALE,United States,Chitagong,64.7,TRUE,Product met all expectations.,325.23,,0
19868,Hasan T.,39,63255,2012-09-20,Mrketing,female,United Kingdom,Khulna,72.6,0,good,47.66,,0
3934,Alice D.,44,57178,2018-11-19,Marketing,Male,BANGLADESH,Khulna,95.5,FALSE,Delivery was fast and packaging great.,,,0
4685,Hasan C.,34,36149,,Marketing,Male,U.S.A,Dhka,72.2,FALSE,Delivery was fast and packaging great.,93.79,,0
15109,Bob K.,22,83419,2017-04-09,HR,M,Bangladesh,Rajshahi,47.7,TRUE,ok,22.76,,0
8377,Frank S.,62,37089,2022-12-18,Finace,FEMALE,U.K.,,51.7,TRUE,ok ok,,,0
16470,John M.,64,-500,2023-06-17,Sales,female,U.K.,Dhaka,126.2,TRUE,Product met all expectations.,451.35,,0
10154,Frank K.,47,9999999,2024-07-11,Finace,male,United States,Chittagongg,128.1,FALSE,Delivery was fast and packaging great.,,,0
3398,Charlie J.,28,119429,,Engineering,MALE,BANGLADESH,Sylhet,106,TRUE,"Excellent product, highly recommend!",447.15,,0
845,Ira S.,33,119337,2015-11-16,Marketing,M,U.S.A,,120.6,FALSE,"Excellent product, highly recommend!",254.64,,0
3038,Eve L.,37,65580,2015-12-13,engineering,MALE,United Kingdom,Rajshahi,115kg,TRUE,Would buy again without hesitation.,$400.25,,1
2431,John Z.,28,52093,2011-11-22,hr,F,bd,Sylhet,76.5,FALSE,Would buy again without hesitation.,480.78,,0
13314,Bob B.,27,88173,2011-04-11,hr,FEMALE,us,Rajshahi,98.1,FALSE,Delivery was fast and packaging great.,445.54,,0
15201,Frank O.,18,118356,2023-06-18,hr,MALE,United States,Sylhet,98.5,TRUE,Product met all expectations.,496.65,,0
2694,Charlie B.,21,,2012/04/10,Engineering,,America,Chittagong,100.4,TRUE,Product met all expectations.,250.2,,0
13079,Ira P.,31,88785,2024-12-11,Engineering,F,bd,Khulna,54.2,0,Would buy again without hesitation.,35.97,,0
507,Grace N.,36,49843,2021-10-28,Sales,Woman,bd,Dhaka,102.3,FALSE,Good value for money.,497.68,,0
2958,Grace G.,49,78522,,HR,male,U.S.A,Khulna,111.3,TRUE,.,$400.65,,0
12483,Frank L.,37,111397,2011-01-31,SALES,MALE,usa,Sylhet,91kg,FALSE,good,412.86,,0
11670,John Y.,52,47329,2024-08-31,Engineering,Woman,United States,Rajshahi,124,0,Would buy again without hesitation.,66.09,,0
3948,Frank E.,24,100577,,Sales,female,us,Chittagong,72.6,TRUE,Delivery was fast and packaging great.,131.31,,0
17784,Eve E.,62,55624,2018-06-10,Finance,Woman,United States,Dhaka,55.9,TRUE,Product met all expectations.,471.51,,0
9904,Alice U.,39,79810,2012-06-01,SALES,M,,Dhakka,72.1,FALSE,Delivery was fast and packaging great.,95.82,,0
17565,Charlie F.,51,68726,2024-02-16,hr,FEMALE,U.S.A,Dhaka,59.7,FALSE,Good value for money.,79.37,,0
11876,Grace U.,27,104921,,HR,Woman,USA,Chitagong,82.8,TRUE,Would buy again without hesitation.,$419.37,,0
339,Diana M.,24,59459,2015-01-25,Finance,,Bangladesh,Sylhet,99.2,FALSE,Delivery was fast and packaging great.,159.26,,0
14494,Bob B.,25,67993,2016-01-20,Mrketing,Male,BANGLADESH,Khulna,78.4,TRUE,"Excellent product, highly recommend!",,,0
14790,Eve I.,21,81627,2012-09-04,Engineering,male,bd,Chitagong,84.9,1,Product met all expectations.,166.94,,0
13902,Alice B.,29,49610,2023-07-02,hr,male,USA,Rajshahi,50.2,FALSE,Would buy again without hesitation.,162.2,,0
13014,Diana U.,43,103912,2015-01-22,Engineering,M,BD,Dhaka,104.9,FALSE,Delivery was fast and packaging great.,330.04,,0
16564,Bob L.,61,100506,2014-12-15,Finance,MALE,America,Sylhet,109.8,TRUE,ok,471.54,,0
19294,Bob C.,50,"$72,606",2023-10-16,Marketing,Female,,Dhaka,53.1,TRUE,Very satisfied with the quality.,345.35,,0
17915,Grace H.,39,"$60,010",2021-02-04,HR,F,America,Dhaka,70.1,TRUE,Product met all expectations.,393.74,,0
18181,John E.,51,49274,2021-05-01,Engineering,MALE,UK,Dhaka,107kg,TRUE,,18.52,,0
16799,Frank P.,59,61836,2017-12-17,Sales,MALE,USA,Chittagong,74.5,FALSE,Good value for money.,410.33,,0
16460,Charlie C.,48,100730,2010-11-03,Marketing,female,BANGLADESH,Rajshai,,TRUE,Delivery was fast and packaging great.,392.83,,0
13554,John B.,37,55208,2022-08-05,Sales,Woman,BD,Sylhet,54kg,FALSE,Product met all expectations.,489.6,,0
13292,Alice V.,59,51501,2011-10-20,Marketing,M,United States,Chittagong,68.8,TRUE,Would buy again without hesitation.,251.45,,0
6104,John T.,47,"$77,918",2024-10-21,Engineering,Man,Bangladesh,Rajshahi,67.5,0,"Excellent product, highly recommend!",26.48,,0
6510,Charlie F.,27,54587,2019-12-25,Finance,Male,us,Chittagong,100kg,TRUE,"Excellent product, highly recommend!",$311.55,,0
1161,Charlie Y.,62,49663,2011-05-20,Mrketing,MALE,United States,Sylhet,,TRUE,good,$34.52,,0
9967,Diana F.,35,32342,2015-06-28,Mrketing,male,BD,Dhaka,80.5,FALSE,"Excellent product, highly recommend!",213.99,,0
452,Ira S.,18,100213,2014-07-25,Mrketing,,us,Chittagong,58,FALSE,Delivery was fast and packaging great.,430.03,,0
17638,Grace F.,40,78835,2014/07/28,engineering,Man,usa,Dhaka,106.7,TRUE,Product met all expectations.,75.17,,0
17123,Frank I.,55,32373,2024-07-29,Finance,MALE,bd,Khulna,90,FALSE,Would buy again without hesitation.,285.9,,0
16519,Alice D.,41,111379,2022-06-17,Finance,female,Bangladesh,Khulna,103,FALSE,Very satisfied with the quality.,139.64,,0
17970,Eve X.,18,,2016-08-21,Finance,F,BD,Sylhet,107.4,TRUE,"Excellent product, highly recommend!",$37.22,,0
12199,Diana V.,62,54607,2022-10-21,Sales,,BANGLADESH,Slyhet,68.7,TRUE,Very satisfied with the quality.,$312.42,,0
2902,Hasan T.,62,37995,2021/06/07,Finace,female,UK,Rajshahi,85.6,TRUE,,318.86,,0
14392,Charlie E.,30,66503,03-04-2021,Marketing,MALE,Bangladesh,Rajshahi,120.4,,Delivery was fast and packaging great.,246.99,,0
9274,John F.,63,95876,2022-01-02,hr,Man,USA,Chittagong,98.3,TRUE,Very satisfied with the quality.,288.71,,0
6107,Frank D.,40,59189,2017-08-07,engineering,FEMALE,U.K.,Sylhet,62.5,FALSE,Delivery was fast and packaging great.,231.55,,0
19354,Hasan B.,64,55123,2018-01-25,HR,,Bangladesh,Khulna,115.4,FALSE,"Excellent product, highly recommend!",15.96,,0
14230,John W.,51,35851,2011-12-17,,FEMALE,BD,Rajshahi,68,FALSE,Would buy again without hesitation.,-350,,0
110,Alice O.,65,72596,2016-09-11,Mrketing,,usa,Khulna,115.5,TRUE,"Excellent product, highly recommend!",275.08,,0
1852,Ira A.,31,62810,19-Mar-2012,SALES,M,United States,Dhaka,92.8,FALSE,Product met all expectations.,468.58,,0
18929,Ira J.,41,9999999,2024-03-16,Sales,Woman,U.K.,Khulna,124.9,FALSE,,495.19,,0
17949,John H.,55,108623,2012-03-09,Marketing,Female,United States,Slyhet,62.6,TRUE,N/A,405.86,,0
18351,John T.,44,81782,03-19-2021,Finace,M,USA,,98.3,TRUE,ok ok,347.29,,0
2006,Eve P.,36,84091,2020-03-29,Sales,female,usa,Sylhet,72.3,FALSE,Product met all expectations.,58.14,,0
12069,Bob N.,21,70225,21-Aug-2019,Sales,MALE,United Kingdom,Rajshai,,TRUE,"Excellent product, highly recommend!",30.44,,0
13391,Grace I.,41,51963,2022-01-13,SALES,Woman,UK,Rajshai,115.4,FALSE,Good value for money.,,,0
3826,Eve V.,46,"$44,153",2010-04-03,HR,MALE,BANGLADESH,Khulna,116.6,FALSE,Delivery was fast and packaging great.,59.5,,0
3305,Frank V.,52,73954,2021-07-09,Marketing,FEMALE,Bangladesh,Sylhet,83.3,TRUE,ok,397.95,,0
10202,Charlie Y.,30,53433,2024-07-18,HR,FEMALE,United Kingdom,,125.6,TRUE,Would buy again without hesitation.,$173.96,,0
16103,John L.,61,66460,2019-08-15,engineering,female,Bangladesh,Rajshahi,123.3,TRUE,,232.58,,0
15504,Bob M.,40,107094,2013-01-23,Engineering,F,UK,Khulna,55.6,TRUE,"Excellent product, highly recommend!",241.75,,0
7986,Alice G.,0,59476,2010-08-17,SALES,FEMALE,us,Rajshai,77kg,TRUE,Product met all expectations.,168.58,,0
7795,Eve A.,45,74613,2016-01-31,Finace,FEMALE,BANGLADESH,Rajshahi,88kg,TRUE,Delivery was fast and packaging great.,462,,0
12369,Hasan D.,200,35149,2023-05-30,SALES,Man,America,Sylhet,118.4,0,Good value for money.,219.18,,0
821,Ira F.,42,32144,2023/11/18,Engineering,Woman,United Kingdom,Khulna,51.3,FALSE,Delivery was fast and packaging great.,483.89,,0
10377,Charlie L.,65,86085,2015-09-26,Sales,Woman,usa,Dhaka,51,FALSE,,313.74,,0
5466,Eve U.,61,76392,2014-02-01,Marketing,Woman,BANGLADESH,Sylhet,124.7,TRUE,"Excellent product, highly recommend!",242.17,,0
4930,Ira L.,62,79946,2011-01-31,HR,Male,us,Dhaka,110.1,TRUE,Very satisfied with the quality.,,,0
4104,Bob K.,26,35136,2015-07-25,engineering,,USA,Chitagong,81.2,TRUE,Very satisfied with the quality.,26.02,,0
9866,Charlie Y.,49,93610,2022-03-11,Mrketing,M,BANGLADESH,Chittagong,,TRUE,Very satisfied with the quality.,281.74,,0
8130,Eve O.,999,-500,25-Nov-2016,engineering,Man,BANGLADESH,Khulna,61.6,FALSE,Very satisfied with the quality.,$433.70,,0
15574,Grace F.,23,105972,2018-05-09,hr,FEMALE,usa,Khulna,51.2,FALSE,Would buy again without hesitation.,425.69,,0
16995,Eve P.,61,72015,2024-09-11,HR,Female,BANGLADESH,Sylhet,85.2,FALSE,Good value for money.,321.52,,0
11498,Alice Q.,38,82369,23/06/2015,Marketing,Woman,usa,Khulna,103.6,TRUE,Would buy again without hesitation.,19.87,,0
7231,Alice H.,51,103412,2013-01-11,Mrketing,MALE,U.K.,Khulna,93.4,FALSE,Good value for money.,366.96,,0
19992,Diana W.,20,53218,2018-06-13,SALES,Man,us,Dhakka,54.1,FALSE,Delivery was fast and packaging great.,207.35,,0
5452,Alice U.,27,68669,,HR,Male,United Kingdom,Sylhet,71,FALSE,...,241.47,,0
10474,Ira L.,40,89019,2021-05-23,SALES,female,U.K.,Khulna,94.1,TRUE,ok,219.34,,0
10027,Ira K.,52,96649,2012-09-30,Marketing,M,UK,Dhaka,49,,Good value for money.,435.21,,0
7406,Charlie F.,44,81255,2015-11-13,Sales,MALE,BD,Chittagong,79.9,FALSE,...,110.33,,0
12198,Frank I.,21,37466,2017-09-09,Finance,Woman,USA,Chittagong,48.7,FALSE,Very satisfied with the quality.,$95.60,,0
9443,Alice H.,55,86692,2011-07-02,HR,Man,America,Dhaka,59,FALSE,Delivery was fast and packaging great.,168.18,,0
2912,John G.,29,41450,2024-07-24,,M,BANGLADESH,Sylhet,125,,Delivery was fast and packaging great.,459.44,,0
9133,John K.,26,112191,2016-08-24,Marketing,,UK,Dhaka,57.3,TRUE,Would buy again without hesitation.,349.61,,0
14383,Grace V.,61,97468,,,Woman,BANGLADESH,Rajshahi,99.3,TRUE,"Excellent product, highly recommend!",71.5,,0
528,Charlie G.,50,54251,2014-07-08,SALES,F,United Kingdom,Rajshahi,54.9,FALSE,Would buy again without hesitation.,288.56,,0
5497,Diana I.,27,113537,,Finace,,,Khulna,84.5,TRUE,Product met all expectations.,,,0
15096,Alice I.,30,118296,2012-11-14,engineering,FEMALE,U.S.A,Rajshahi,106.1,TRUE,"Excellent product, highly recommend!",480.45,,0
13524,John N.,61,-500,2019-12-06,Mrketing,Woman,United States,Chittagong,103.4,1,Very satisfied with the quality.,201.42,,0
6777,Frank I.,49,115525,2023-06-22,Finance,Woman,America,Sylhet,91.9,TRUE,Product met all expectations.,442.96,,0
12130,John C.,30,103455,27-Sep-2024,Sales,Male,U.S.A,Rajshahi,125.5,TRUE,Product met all expectations.,393,,0
4987,Alice H.,39,63190,2022-12-26,Engineering,Female,Bangladesh,Dhaka,83.8,TRUE,Very satisfied with the quality.,150.62,,0
18552,Alice V.,33,89621,2021-12-17,HR,Female,America,Khulna,90.8,FALSE,Very satisfied with the quality.,28.82,,0
10863,Hasan I.,62,9999999,2016-04-23,Engineering,F,BANGLADESH,Rajshahi,126.1,TRUE,Would buy again without hesitation.,377.49,,0
3362,Bob D.,18,95840,11-10-2017,hr,FEMALE,America,Dhaka,73.2,FALSE,,465.18,,0
13730,Alice Q.,33,105165,2016-03-05,SALES,Woman,us,Chittagong,73.5,FALSE,Would buy again without hesitation.,220.16,,0
15582,Bob Z.,59,30463,2017-08-08,Mrketing,male,U.K.,Chittagong,,FALSE,,358.83,,0
16245,Charlie C.,20,64033,2018-09-04,hr,Female,Bangladesh,Rajshahi,103.2,FALSE,"Excellent product, highly recommend!",-178,,0
12075,Bob Z.,29,50416,2022-06-25,SALES,female,usa,Khulna,112.2,FALSE,Delivery was fast and packaging great.,419.46,,0
11531,Charlie V.,42,41153,18/09/2010,engineering,FEMALE,United States,Chittagong,106.2,TRUE,Product met all expectations.,117.26,,1
13277,Bob P.,48,"$69,198",2010-11-26,Finace,Male,BD,Chitagong,96.1,TRUE,Product met all expectations.,214,,0
3990,John P.,24,,03-Dec-2016,,Man,America,Sylhet,129.8,,Delivery was fast and packaging great.,469.63,,0
10566,Eve O.,61,94617,2014-11-19,engineering,FEMALE,USA,Rajshahi,114.3,FALSE,Good value for money.,90.72,,0
4173,Alice P.,43,"$71,236",2015-02-25,HR,,United States,Sylhet,102.3,FALSE,,453.35,,0
8009,Frank T.,61,95273,2015-12-08,SALES,FEMALE,bd,Khulna,49,TRUE,Product met all expectations.,266.82,,0
4077,Ira B.,-5,53164,2023-08-13,Mrketing,F,bd,Chittagong,82.7,FALSE,Would buy again without hesitation.,359.15,,0
14005,Ira S.,56,45045,2012-11-03,SALES,Man,United Kingdom,Sylhet,46.4,TRUE,good,140.07,,0
62,Eve P.,35,64834,2016-10-29,Marketing,,Bangladesh,Rajshahi,81.3,TRUE,Very satisfied with the quality.,26.44,,0
9998,Grace T.,19,69139,2017-11-17,Sales,FEMALE,UK,Sylhet,80.3,FALSE,ok,35.98,,0
2497,Ira X.,-1,"$33,199",2024-03-05,engineering,female,United States,Khulna,121.4,FALSE,Product met all expectations.,,,0
7114,Eve S.,46,45856,2012-10-06,hr,male,United States,Khulna,49,TRUE,Would buy again without hesitation.,99.34,,0
10647,Hasan A.,29,111304,2013-03-28,hr,female,U.K.,Chittagong,129.4,TRUE,bad,345.59,,0
8707,Alice T.,32,"$86,114",2023-09-03,Finance,female,BD,Slyhet,129.1,TRUE,Product met all expectations.,292.46,,0
1978,John F.,60,81281,2011-09-05,engineering,MALE,U.S.A,Dhaka,100kg,1,Delivery was fast and packaging great.,60.04,,0
19835,Frank B.,47,44623,2020-10-27,Engineering,F,BD,Chittagong,105.6,TRUE,Would buy again without hesitation.,230.54,,0
297,Frank V.,21,57417,2022-10-04,Mrketing,male,Bangladesh,Sylhet,56kg,FALSE,Delivery was fast and packaging great.,114.43,,0
1813,John D.,49,104774,2015-01-13,Finance,MALE,U.S.A,,112.9,TRUE,na,470.92,,0
4167,John E.,61,89353,2024-09-08,hr,Man,U.S.A,Rajshai,115.9,FALSE,Good value for money.,301.84,,0
3702,Eve N.,27,86128,2012-04-05,,male,usa,Sylhet,60.6,1,Would buy again without hesitation.,499.86,,0
19950,Charlie G.,60,119050,,Mrketing,Man,BD,Chittagong,56.6,,,169.38,,0
3979,Diana H.,41,50922,2011-02-28,HR,female,Bangladesh,Dhaka,91.6,FALSE,Delivery was fast and packaging great.,6.7,,0
10784,Alice M.,23,55522,2019-05-30,Engineering,M,United Kingdom,Dhka,78kg,TRUE,Product met all expectations.,$479.20,,0
1172,Diana F.,36,71034,2017-10-31,Engineering,M,us,Dhaka,94,FALSE,"Excellent product, highly recommend!",398.99,,1
14737,Ira T.,25,31374,2015-02-04,Finace,female,bd,Chitagong,109,FALSE,Good value for money.,410.54,,0
12115,Diana F.,47,-500,2024-07-23,hr,FEMALE,U.S.A,Dhaka,116.6,TRUE,Product met all expectations.,158.87,,1
9246,Charlie E.,18,73465,2018-09-12,Marketing,female,Bangladesh,Dhaka,100.4,FALSE,Delivery was fast and packaging great.,264.33,,0
10412,Ira L.,31,37729,2015-05-05,engineering,M,BANGLADESH,Khulna,62.7,FALSE,Would buy again without hesitation.,346.73,,0
5405,Diana V.,46,92329,2010-09-26,Marketing,female,usa,Dhka,123.6,,,22.41,,0
4103,Charlie S.,33,109253,2020-01-09,Sales,,America,Sylhet,65.2,FALSE,,,,0
8001,Grace T.,35,97839,19-May-2013,Marketing,M,BANGLADESH,Dhaka,79.5,TRUE,n/a,245.21,,0
3229,Ira F.,42,100521,2012-04-14,HR,Woman,U.S.A,Dhaka,118.6,FALSE,Very satisfied with the quality.,156.52,,0
4654,Ira G.,43,64435,2011-10-19,engineering,,United States,,126.9,TRUE,Product met all expectations.,11.55,,0
12395,Grace V.,45,"$50,294",16-Jul-2014,Finance,F,UK,Rajshahi,48.9,FALSE,Good value for money.,492.24,,0
7433,Bob S.,26,64274,2011-01-27,engineering,Male,America,Sylhet,104.1,FALSE,ok,70.28,,0
8783,Bob Y.,37,31163,2013-06-28,hr,male,United Kingdom,Dhka,78.9,FALSE,,463.58,,0
8878,Alice C.,34,112042,06-01-2012,Finance,MALE,us,Khulna,89.6,TRUE,Delivery was fast and packaging great.,198.93,,0
6188,Ira H.,21,108341,2017-08-27,hr,female,USA,Rajshahi,122,FALSE,Good value for money.,180.46,,0
13527,Diana E.,50,114953,,,MALE,us,Sylhet,57.9,TRUE,"Excellent product, highly recommend!",74.72,,0
14013,John M.,46,73471,09-Oct-2017,Engineering,Man,us,Rajshahi,56.5,TRUE,"Excellent product, highly recommend!",17.12,,0
17669,Hasan W.,35,71904,2024-11-27,HR,Woman,UK,,48.2,TRUE,ok,202.89,,0
8527,Hasan F.,0,79118,,SALES,M,United States,Khulna,59.5,TRUE,.,98.62,,0
1640,Alice U.,43,114592,21-Sep-2024,HR,Male,Bangladesh,Khulna,,FALSE,Delivery was fast and packaging great.,138.53,,0
7378,Grace F.,45,113654,2010-11-19,Engineering,MALE,bd,Rajshahi,56.2,FALSE,Delivery was fast and packaging great.,37.11,,0
3436,Eve F.,35,49151,2024-12-07,hr,FEMALE,U.S.A,Khulna,,TRUE,"Excellent product, highly recommend!",253.36,,0
7158,Grace F.,45,110919,2013-01-24,Finace,,BANGLADESH,Dhaka,79.1,TRUE,Very satisfied with the quality.,$461.78,,0
4766,Diana B.,29,59329,22/03/2023,Finance,Male,BD,Khulna,86.8,TRUE,Delivery was fast and packaging great.,230,,1
3797,Alice P.,19,61573,2011-01-30,Finace,female,U.S.A,Chitagong,63.3,FALSE,Delivery was fast and packaging great.,352.96,,0
729,Ira D.,65,42417,2014-07-06,Engineering,FEMALE,us,Khulna,96.8,FALSE,Would buy again without hesitation.,351.28,,0
4550,Alice C.,42,9999999,2021-06-16,Finace,Male,bd,Dhakka,120kg,TRUE,Very satisfied with the quality.,481.6,,0
13754,John T.,63,64857,13/07/2017,HR,male,bd,Khulna,81.3,FALSE,"Excellent product, highly recommend!",223.92,,0
3726,Alice L.,-5,41040,2019-02-18,HR,MALE,us,Chittagong,,TRUE,Very satisfied with the quality.,347.03,,0
7205,Charlie M.,32,65310,2024-08-11,Marketing,FEMALE,United Kingdom,Khulna,73.6,TRUE,Good value for money.,140.51,,0
15171,Charlie D.,63,110738,2020-06-09,SALES,MALE,America,Chittagong,76.6,0,Good value for money.,245.98,,0
10737,Eve P.,48,71120,2021-03-25,Finace,Male,bd,Rajshahi,73,FALSE,Would buy again without hesitation.,74.41,,0
9411,Alice K.,48,33384,2011-02-22,Sales,M,us,Rajshahi,52.6,FALSE,"Excellent product, highly recommend!",468.4,,0
9230,Grace E.,31,9999999,2017-12-02,SALES,M,United Kingdom,Chittagong,97.7,TRUE,Product met all expectations.,65.64,,0
2865,John U.,53,99980,21/02/2014,HR,Female,U.S.A,Chittagong,83.9,FALSE,Product met all expectations.,248.15,,0
14536,John I.,60,57363,2012-02-01,Sales,F,Bangladesh,,88.8,FALSE,Would buy again without hesitation.,265.01,,0
10013,John L.,48,48587,2023-06-24,Finance,Woman,U.S.A,Khulna,129.2,TRUE,"Excellent product, highly recommend!",116.29,,0
727,Charlie L.,-1,54112,,Engineering,Male,,Dhaka,76.4,FALSE,Product met all expectations.,169.22,,0
13557,Bob A.,18,102412,2010-02-23,Engineering,FEMALE,U.K.,Rajshahi,86.4,TRUE,Delivery was fast and packaging great.,59.26,,0
6154,Ira B.,20,112845,2012-08-17,Marketing,M,U.S.A,Sylhet,89.5,TRUE,ok,257.33,,0
674,Frank C.,65,87863,2011-02-24,Marketing,Male,UK,Dhka,85.1,FALSE,Delivery was fast and packaging great.,495.93,,0
11848,Ira S.,53,94379,2012-08-07,Engineering,,us,Khulna,120.1,FALSE,Delivery was fast and packaging great.,304.4,,0
12944,Eve M.,51,37962,2014-11-17,Finance,FEMALE,BD,Khulna,121.6,TRUE,Delivery was fast and packaging great.,134.27,,0
18403,Alice B.,45,51704,2015-01-21,SALES,Man,U.S.A,Sylhet,114.3,1,N/A,315.9,,1
12856,Bob C.,41,35471,2010-08-09,Finace,M,America,Khulna,124.6,TRUE,Very satisfied with the quality.,185.29,,0
9816,Frank S.,29,45306,2011-10-06,Mrketing,Man,U.S.A,Khulna,119.4,TRUE,Product met all expectations.,256.55,,0
3498,Charlie A.,31,"$68,528",2021-04-13,,Woman,bd,,126,,Delivery was fast and packaging great.,388.39,,0
3360,Eve R.,29,52098,2017-07-06,Finance,Female,Bangladesh,Rajshai,87.4,1,Very satisfied with the quality.,198.45,,0
3739,Ira W.,47,94621,2024/02/10,Finance,male,United Kingdom,Rajshahi,122.9,TRUE,Good value for money.,47.58,,0
7001,Diana D.,54,30275,2019-05-30,Finance,Female,us,Khulna,79.9,TRUE,Would buy again without hesitation.,235.71,,0
13410,Eve B.,53,33078,2019-05-17,Marketing,F,U.K.,Chittagongg,73.6,FALSE,"Excellent product, highly recommend!",447.47,,0
14107,Hasan C.,21,68482,2015-06-03,Marketing,F,bd,Dhaka,88.5,FALSE,not bad,368.57,,0
350,Diana Z.,28,85005,2011-12-07,Marketing,female,United Kingdom,,50kg,TRUE,Delivery was fast and packaging great.,390.49,,0
8670,Ira A.,24,33397,2012-01-21,Finance,Female,America,Chittagong,50.5,TRUE,Delivery was fast and packaging great.,310.55,,0
434,Bob L.,50,97977,2013-11-17,HR,Woman,U.K.,Rajshahi,88.4,TRUE,Would buy again without hesitation.,239.01,,0
10747,Alice D.,46,93476,2022-04-16,engineering,F,bd,Rajshahi,60.7,FALSE,Product met all expectations.,310.03,,0
2111,Ira H.,49,-500,2014-12-12,SALES,,U.K.,Khulna,85.1,FALSE,"Excellent product, highly recommend!",424.02,,0
2819,Bob P.,34,105501,2016-03-23,Sales,MALE,,Khulna,58.9,TRUE,"Excellent product, highly recommend!",$384.86,,0
5902,John Z.,18,70090,2017-03-25,engineering,Woman,United States,,54.6,,Very satisfied with the quality.,210.96,,0
16725,Eve Z.,36,97846,2021-12-23,SALES,FEMALE,United Kingdom,Chittagong,46.4,FALSE,ok,$480.72,,0
1281,Charlie B.,38,115824,2011-04-04,Finace,F,United Kingdom,Sylhet,50.2,FALSE,Delivery was fast and packaging great.,126.79,,0
17753,Frank I.,44,44113,2021-05-19,hr,Man,America,Rajshahi,59.8,TRUE,Very satisfied with the quality.,322.28,,0
19652,Frank O.,35,51796,2023-09-26,Finace,Man,America,Chittagong,,FALSE,Delivery was fast and packaging great.,471.4,,0
15396,Ira P.,64,105440,2023-12-12,engineering,female,United Kingdom,Rajshahi,108.5,FALSE,,220.31,,0
4787,Grace R.,50,74201,,Marketing,Man,BD,Chittagong,94.5,,.,259.69,,0
16306,Hasan U.,0,82019,2013-09-17,,F,USA,Chittagong,46.5,FALSE,Good value for money.,345.24,,0
17513,Diana F.,,30506,2022-12-15,Engineering,Woman,us,Chitagong,62.6,TRUE,Delivery was fast and packaging great.,305.69,,0
7190,Hasan Z.,54,36906,2020-12-23,engineering,,UK,Khulna,129,FALSE,bad,27.62,,0
18593,Hasan J.,30,86725,2012-06-23,Marketing,M,United States,Dhaka,113.8,1,Would buy again without hesitation.,215.82,,0
15425,Diana P.,24,57900,2019-07-03,Finace,Male,USA,Dhaka,104.9,FALSE,Delivery was fast and packaging great.,150.46,,0
14606,Eve L.,,89041,2021-06-06,Mrketing,M,BD,Rajshahi,91.2,FALSE,Delivery was fast and packaging great.,-64,,0
1591,Frank H.,41,108175,2023-03-18,Finace,F,United Kingdom,Khulna,121.6,FALSE,Would buy again without hesitation.,356.72,,0
13108,Diana V.,43,88859,21/07/2016,Marketing,Male,United States,Khulna,73.8,TRUE,good,430.17,,0
6560,Diana I.,50,93585,2012-06-26,Mrketing,Female,U.K.,Khulna,75,TRUE,"Excellent product, highly recommend!",431.44,,1
18918,Hasan X.,20,78006,2023-08-02,HR,Woman,America,,89.9,TRUE,Product met all expectations.,311.55,,0
15034,Eve Z.,62,58861,2024-07-15,HR,Man,BD,Khulna,83.3,FALSE,Would buy again without hesitation.,474.12,,0
5048,John U.,18,112464,2024-02-14,Marketing,Male,us,Chittagongg,108.2,FALSE,Delivery was fast and packaging great.,$486.64,,0
8227,Hasan X.,57,"$41,764",2015-10-04,Marketing,F,America,Khulna,63.1,TRUE,,82.64,,0
15309,John X.,47,"$57,541",2023-11-10,Marketing,Man,BD,Dhaka,52.6,FALSE,Delivery was fast and packaging great.,374.82,,0
4613,Hasan J.,41,87143,2024-01-15,HR,,USA,Sylhet,85.4,TRUE,Good value for money.,453.62,,0
9339,John W.,20,9999999,2010-01-15,Marketing,Woman,Bangladesh,Sylhet,82.3,TRUE,Delivery was fast and packaging great.,169.99,,0
1654,Bob M.,57,65884,2010-07-27,Finace,FEMALE,U.K.,Dhaka,80.2,TRUE,Very satisfied with the quality.,438.97,,0
2385,Alice Z.,57,-500,2012-05-09,HR,Woman,USA,Chittagong,73.4,FALSE,,270.77,,0
1787,Alice C.,32,54981,2018-04-14,hr,M,bd,Chitagong,97kg,FALSE,Very satisfied with the quality.,74.29,,0
10491,John Z.,58,106685,2013-06-10,SALES,FEMALE,us,Khulna,111.8,TRUE,Delivery was fast and packaging great.,328.09,,0
5310,Hasan P.,64,106461,2013-05-17,hr,FEMALE,USA,Khulna,53.4,TRUE,"Excellent product, highly recommend!",423.88,,0
4217,Grace N.,25,104660,2010-10-01,Sales,Woman,usa,Chittagong,116.2,1,Product met all expectations.,190.11,,0
3772,Alice O.,61,92096,2024-03-19,Marketing,male,USA,,85.5,TRUE,Good value for money.,421.44,,0
14178,Bob K.,56,,2023-04-05,HR,Female,U.K.,Sylhet,69.7,FALSE,Product met all expectations.,61.4,,0
10,Eve N.,55,106329,2016-01-12,hr,,U.K.,Khulna,59.8,FALSE,n/a,418.63,,0
12312,Grace W.,35,34642,2019-04-17,Mrketing,Male,us,Rajshai,47.6,FALSE,Good value for money.,399.93,,0
8037,Hasan S.,52,56000,2010-10-01,Finance,Female,U.K.,Khulna,96.4,TRUE,Would buy again without hesitation.,449.92,,0
18337,Charlie T.,43,53166,2013-03-25,SALES,Female,United States,Khulna,47.8,TRUE,Delivery was fast and packaging great.,310.56,,0
